ID,latitude,longitude,suburb,municipality
502,-37.66328,145.5116,Healesville,Shire of Yarra Ranges
503,-37.68128,145.53773,Badger Creek,Shire of Yarra Ranges
504,-37.82233,144.87383,Yarraville,City of Maribyrnong
505,-37.91872,145.13085,Clayton,City of Monash
506,-37.81373,144.96317,Melbourne,City of Melbourne
507,-37.76254,145.05098,Ivanhoe,City of Banyule
508,-37.82986,144.96742,Southbank,City of Melbourne
509,-37.72044,144.96969,Coburg North,City of Merri-bek
510,-37.72192,144.97158,Coburg North,City of Merri-bek
511,-38.11291,145.12859,Seaford,City of Frankston
512,-37.77907,144.99159,Northcote,City of Darebin
513,-37.90424,144.72543,Point Cook,City of Wyndham
514,-37.8671,144.98914,St Kilda,City of Port Phillip
515,-37.81616,144.96501,Melbourne,City of Melbourne
516,-37.99154,145.0685,Mentone,City of Kingston
517,-37.8403,144.9604,South Melbourne,City of Port Phillip
518,-38.06149,145.39946,Officer,Shire of Cardinia
519,-37.79684,145.61431,Launching Place,Shire of Yarra Ranges
520,-37.8461,145.04679,Glen Iris,City of Boroondara
521,-37.81456,144.94247,Docklands,City of Melbourne
522,-37.8345,144.97417,Melbourne,City of Port Phillip
523,-37.83084,144.96921,South Melbourne,City of Port Phillip
524,-37.81956,144.99369,Richmond,City of Yarra
525,-37.83784,144.98167,South Yarra,City of Melbourne
526,-37.80785,144.96785,Melbourne,City of Melbourne
527,-37.81366,144.97194,Melbourne,City of Melbourne
528,-38.14835,145.43668,Cardinia,Shire of Cardinia
529,-37.78373,144.99066,Fitzroy North,City of Yarra
530,-37.75558,144.99948,Thornbury,City of Darebin
531,-37.82355,144.96278,Southbank,City of Melbourne
532,-37.76972,144.96124,Brunswick,City of Merri-bek
533,-37.79411,144.87306,West Footscray,City of Maribyrnong
534,-37.86089,145.27542,Boronia,City of Knox
535,-37.82333,144.96512,Southbank,City of Melbourne
536,-37.78462,144.97855,Fitzroy North,City of Yarra
537,-37.79876,144.97366,Carlton,City of Melbourne
538,-37.79534,144.98061,Fitzroy,City of Yarra
539,-37.85965,144.97682,St Kilda,City of Port Phillip
540,-37.90723,145.00389,Brighton,City of Bayside
541,-37.83356,145.04928,Hawthorn East,City of Boroondara
542,-37.81742,144.97803,East Melbourne,City of Melbourne
543,-37.81836,144.99363,Richmond,City of Yarra
544,-37.85934,144.98262,St Kilda,City of Port Phillip
545,-38.08032,145.34396,Clyde North,City of Casey
546,-38.14081,145.12089,Frankston,City of Frankston
547,-37.85522,144.97029,St Kilda West,City of Port Phillip
548,-37.74702,145.71112,Warburton,Shire of Yarra Ranges
549,-37.83649,144.99826,South Yarra,City of Stonnington
550,-37.6592,145.52134,Healesville,Shire of Yarra Ranges
551,-37.64691,145.52406,Healesville,Shire of Yarra Ranges
552,-37.82676,144.9561,Southbank,City of Melbourne
553,-37.70066,145.83141,Reefton,Shire of Yarra Ranges
554,-37.79461,144.89428,Footscray,City of Maribyrnong
555,-37.82203,145.20583,Mitcham,City of Whitehorse
556,-37.81594,144.97096,Melbourne,City of Melbourne
557,-37.83057,144.97047,Melbourne,City of Melbourne
558,-38.07974,145.34437,Clyde North,City of Casey
559,-37.81477,144.96214,Melbourne,City of Melbourne
560,-37.84152,144.98645,South Yarra,City of Stonnington
561,-37.81093,144.9879,East Melbourne,City of Melbourne
562,-37.86267,144.98887,St Kilda,City of Port Phillip
563,-37.83809,144.88011,Newport,City of Hobsons Bay
564,-37.91837,145.01005,Brighton East,City of Bayside
565,-37.99431,145.07838,Parkdale,City of Kingston
566,-37.80416,144.9988,Abbotsford,City of Yarra
567,-37.77819,144.939,Parkville,City of Melbourne
568,-37.80623,144.98421,Collingwood,City of Yarra
569,-37.82053,144.96762,Southbank,City of Melbourne
570,-37.80955,144.98625,East Melbourne,City of Melbourne
571,-37.77593,144.95918,Brunswick,City of Merri-bek
572,-37.77692,144.91843,Ascot Vale,City of Moonee Valley
573,-37.8484,145.01239,Toorak,City of Stonnington
574,-37.80999,144.96758,Melbourne,City of Melbourne
575,-37.75077,145.69425,Warburton,Shire of Yarra Ranges
576,-37.84656,145.02554,Toorak,City of Stonnington
577,-37.81748,144.9952,Richmond,City of Yarra
578,-37.75046,145.69309,Warburton,Shire of Yarra Ranges
579,-37.81574,144.95291,Melbourne,City of Melbourne
580,-37.747078,145.738373,East Warburton,Shire of Yarra Ranges
581,-37.87231,144.98323,St Kilda,City of Port Phillip
582,-37.63029,144.7465,Diggers Rest,City of Hume
583,-37.62865,144.7471,Diggers Rest,City of Hume
584,-37.85565,145.09433,Glen Iris,City of Boroondara
585,-37.74447,144.96421,Coburg,City of Merri-bek
586,-37.89797,145.00867,Gardenvale,City of Glen Eira
587,-37.76766,145.228,Park Orchards,City of Manningham
588,-37.83754,144.99242,South Yarra,City of Stonnington
589,-37.85966,145.21696,Wantirna,City of Knox
590,-38.19211,145.20879,Langwarrin South,City of Frankston
591,-38.11442,145.12736,Seaford,City of Frankston
592,-37.78578,144.9941,Fitzroy North,City of Yarra
593,-37.83497,144.99094,South Yarra,City of Stonnington
594,-37.78597,144.99927,Clifton Hill,City of Yarra
595,-37.82401,144.99573,Richmond,City of Yarra
596,-37.81838,144.95543,Melbourne,City of Melbourne
597,-37.95594,145.03958,Cheltenham,City of Bayside
598,-37.65791,145.37282,Yarra Glen,Shire of Yarra Ranges
599,-37.81587,144.96927,Melbourne,City of Melbourne
600,-37.83492,145.35689,Mount Dandenong,Shire of Yarra Ranges
601,-37.83492,145.35689,Mount Dandenong,Shire of Yarra Ranges
602,-37.82377,144.96422,Southbank,City of Melbourne
603,-37.85207,144.99552,Windsor,City of Stonnington
604,-37.84463,144.98955,South Yarra,City of Stonnington
605,-37.83492,145.35689,Mount Dandenong,Shire of Yarra Ranges
606,-37.8329,144.99626,Richmond,City of Yarra
607,-37.82288,144.96594,Southbank,City of Melbourne
608,-37.78493,144.93795,Flemington,City of Moonee Valley
609,-37.85276,145.36464,Olinda,Shire of Yarra Ranges
610,-37.92238,145.03074,Bentleigh,City of Glen Eira
611,-37.82067,144.9675,Southbank,City of Melbourne
612,-37.86482,144.97212,St Kilda,City of Port Phillip
613,-38.04286,145.39337,Officer,Shire of Cardinia
614,-37.79088,144.97588,Carlton North,City of Yarra
615,-37.84433,144.98602,South Yarra,City of Stonnington
616,-37.6995,145.02084,Reservoir,City of Darebin
617,-37.81692,144.97856,East Melbourne,City of Melbourne
618,-37.8174,144.97831,East Melbourne,City of Melbourne
619,-37.85448,144.96612,Middle Park,City of Port Phillip
620,-37.89229,144.66685,Werribee,City of Wyndham
621,-37.77044,144.96602,Brunswick,City of Merri-bek
622,-37.81137,145.07962,Balwyn,City of Boroondara
623,-37.83925,144.92971,Port Melbourne,City of Port Phillip
624,-37.81261,144.96289,Melbourne,City of Melbourne
625,-37.82162,144.99269,Richmond,City of Yarra
626,-37.90865,145.0325,McKinnon,City of Glen Eira
627,-37.83349,144.99031,South Yarra,City of Stonnington
628,-37.76349,144.99649,Northcote,City of Darebin
629,-37.80848,145.21477,Ringwood North,City of Maroondah
630,-37.81894,144.94593,Docklands,City of Melbourne
631,-37.81181,144.9928,Richmond,City of Yarra
632,-37.8889,144.98932,Elwood,City of Port Phillip
633,-37.78703,145.42504,Wandin North,Shire of Yarra Ranges
634,-37.69767,145.38903,Yering,Shire of Yarra Ranges
635,-37.77385,145.46138,Seville,Shire of Yarra Ranges
636,-37.94546,145.45148,Emerald,Shire of Cardinia
637,-37.84867,144.96005,Middle Park,City of Port Phillip
638,-37.836575,144.939835,Port Melbourne,City of Port Phillip
639,-37.80397,144.86176,West Footscray,City of Maribyrnong
640,-37.71366,144.9873,Reservoir,City of Darebin
641,-37.8231,144.99104,Richmond,City of Yarra
642,-37.81524,145.36067,Montrose,Shire of Yarra Ranges
643,-38.13368,145.12206,Frankston,City of Frankston
644,-37.80218,145.0396,Kew,City of Boroondara
645,-37.83706,144.9966,South Yarra,City of Stonnington
646,-37.80175,144.98575,Collingwood,City of Yarra
647,-37.83294,144.96662,South Melbourne,City of Port Phillip
648,-37.82051,145.00679,Richmond,City of Yarra
649,-37.80392,144.95244,North Melbourne,City of Melbourne
650,-37.71753,145.58469,Don Valley,Shire of Yarra Ranges
651,-37.83503,144.99069,South Yarra,City of Stonnington
652,-37.79357,144.92899,Kensington,City of Melbourne
653,-37.80024,144.94722,North Melbourne,City of Melbourne
654,-37.80367,144.95388,North Melbourne,City of Melbourne
655,-37.5957,145.49244,Chum Creek,Shire of Yarra Ranges
656,-37.59404,145.49108,Chum Creek,Shire of Yarra Ranges
657,-37.63122,145.20943,Hurstbridge,Shire of Nillumbik
658,-37.77204,144.87931,Maribyrnong,City of Maribyrnong
659,-37.65233,145.52041,Healesville,Shire of Yarra Ranges
660,-37.82293,145.04437,Hawthorn,City of Boroondara
661,-37.82163,144.96269,Southbank,City of Melbourne
662,-37.83686,144.97939,South Yarra,City of Melbourne
663,-37.84757,145.07961,Camberwell,City of Boroondara
664,-37.78502,144.98059,Fitzroy North,City of Yarra
665,-37.79515,144.98534,Collingwood,City of Yarra
666,-37.84571,145.07955,Camberwell,City of Boroondara
667,-37.79223,145.38459,Mount Evelyn,Shire of Yarra Ranges
668,-37.81903,145.00082,Richmond,City of Yarra
669,-37.60657,145.24193,Cottles Bridge,Shire of Nillumbik
670,-37.89692,145.00629,Gardenvale,City of Glen Eira
671,-37.78969,144.97981,Fitzroy North,City of Yarra
672,-37.80076,145.00001,Abbotsford,City of Yarra
673,-37.65583,145.52264,Healesville,Shire of Yarra Ranges
674,-37.84488,144.8767,Newport,City of Hobsons Bay
675,-37.79207,145.15853,Doncaster East,City of Manningham
676,-37.90048,144.77699,Point Cook,City of Wyndham
677,-37.889,145.04399,Glen Huntly,City of Glen Eira
678,-37.82138,144.96329,Southbank,City of Melbourne
679,-37.83855,144.99389,South Yarra,City of Stonnington
680,-37.79098929,144.9843024,Fitzroy North,City of Yarra
681,-37.62169,145.41924,Yarra Glen,Shire of Yarra Ranges
682,-37.84286,144.88968,Newport,City of Hobsons Bay
683,-37.72874,144.88101,Airport West,City of Moonee Valley
684,-37.81158,144.97164,Melbourne,City of Melbourne
685,-37.7553,144.99977,Thornbury,City of Darebin
686,-37.76594,144.94615,Brunswick West,City of Merri-bek
687,-37.83859,144.99358,South Yarra,City of Stonnington
688,-37.81554,144.93949,Docklands,City of Melbourne
689,-37.75391,145.36876,Lilydale,Shire of Yarra Ranges
690,-37.64747,145.49577,Healesville,Shire of Yarra Ranges
691,-37.76625,145.04074,Ivanhoe,City of Banyule
692,-37.81487,144.95328,Melbourne,City of Melbourne
693,-37.81558,144.95276,Melbourne,City of Melbourne
694,-37.84561,144.95004,Albert Park,City of Port Phillip
695,-37.8338,144.96977,South Melbourne,City of Port Phillip
696,-37.83292,144.96819,South Melbourne,City of Port Phillip
697,-37.81199,144.98277,East Melbourne,City of Melbourne
698,-37.79665,145.3015,Croydon,City of Maroondah
699,-37.8167,145.0131,Richmond,City of Yarra
700,-37.80178,144.86124,West Footscray,City of Maribyrnong
701,-37.83945,145.08678,Camberwell,City of Boroondara
702,-37.83271,145.01358,Toorak,City of Stonnington
703,-37.79665,144.89617,Footscray,City of Maribyrnong
704,-37.7457,144.97534,Coburg,City of Merri-bek
705,-37.81292175,144.9918486,Richmond,City of Yarra
706,-37.78588,145.13897,Doncaster,City of Manningham
707,-37.77795,144.9773,Brunswick East,City of Merri-bek
708,-37.87121,145.00803,St Kilda East,City of Glen Eira
709,-37.83882,144.99277,South Yarra,City of Stonnington
710,-37.84381,144.9397,Port Melbourne,City of Port Phillip
711,-37.86623,144.97714,St Kilda,City of Port Phillip
712,-37.80121,144.98471,Collingwood,City of Yarra
713,-37.8415,144.95473,Albert Park,City of Port Phillip
714,-37.87136,144.97738,St Kilda,City of Port Phillip
715,-37.77939,144.96869,Princes Hill,City of Yarra
716,-37.68402,145.54775,Badger Creek,Shire of Yarra Ranges
717,-37.85451,144.8974,Williamstown,City of Hobsons Bay
718,-37.85335,144.89588,Williamstown,City of Hobsons Bay
719,-37.80661,145.4695,Seville,Shire of Yarra Ranges
720,-37.99953,145.09262,Mordialloc,City of Kingston
721,-37.90689,145.00357,Brighton,City of Bayside
722,-37.90261,145.00596,Brighton,City of Bayside
723,-37.82176,144.95548,Melbourne,City of Melbourne
724,-37.89624,145.11586,Mount Waverley,City of Monash
725,-37.85912,145.0086,Prahran,City of Stonnington
726,-37.65606,145.51681,Healesville,Shire of Yarra Ranges
727,-37.81683,144.95443,Melbourne,City of Melbourne
728,-37.81708,144.96642,Melbourne,City of Melbourne
729,-37.81521,144.97101,Melbourne,City of Melbourne
730,-37.71448,145.18766,Research,Shire of Nillumbik
731,-37.83494,144.97554,Melbourne,City of Melbourne
732,-37.77398,144.87991,Maribyrnong,City of Maribyrnong
733,-37.77793,144.97482,Brunswick East,City of Merri-bek
734,-37.73588,145.23086,Warrandyte,City of Manningham
735,-37.84289,144.94255,Port Melbourne,City of Port Phillip
736,-37.70705,145.15892,Eltham,Shire of Nillumbik
737,-37.90627,145.0821,Hughesdale,City of Monash
738,-37.814812,145.372971,Kalorama,Shire of Yarra Ranges
739,-37.87361,144.98143,Elwood,City of Port Phillip
740,-37.88667,145.39762,The Patch,Shire of Yarra Ranges
741,-37.81694,144.95231,Docklands,City of Melbourne
742,-37.89228,145.07677,Murrumbeena,City of Monash
743,-37.80294,144.97421,Fitzroy,City of Yarra
744,-37.81378,144.98628,East Melbourne,City of Melbourne
745,-37.81173,145.01349,Abbotsford,City of Yarra
746,-37.77597,144.94865,Brunswick West,City of Merri-bek
747,-37.8644,144.98145,St Kilda,City of Port Phillip
748,-37.94283,145.04936,Moorabbin,City of Kingston
749,-37.84021,144.93953,Port Melbourne,City of Port Phillip
750,-37.85076,144.99428,Prahran,City of Stonnington
751,-37.75228,145.36931,Lilydale,Shire of Yarra Ranges
752,-37.87347,144.98196,Elwood,City of Port Phillip
753,-37.8831,145.01032,Elsternwick,City of Glen Eira
754,-37.82143,144.96475,Southbank,City of Melbourne
755,-37.81678,144.96252,Melbourne,City of Melbourne
756,-37.81804,144.99886,Richmond,City of Yarra
757,-37.87886,145.06896,Malvern East,City of Stonnington
758,-37.78518,144.88284,Maidstone,City of Maribyrnong
759,-37.78709,144.99187,Fitzroy North,City of Yarra
760,-37.81867,144.95433,Melbourne,City of Melbourne
761,-37.82337,145.00249,Richmond,City of Yarra
762,-37.8357,144.95459,South Melbourne,City of Port Phillip
763,-37.78443,144.9837,Fitzroy North,City of Yarra
764,-37.78205,144.98787,Fitzroy North,City of Yarra
765,-37.8241,144.88103,Yarraville,City of Maribyrnong
766,-37.7261,144.99183,Reservoir,City of Darebin
767,-37.80188,145.30672,Kilsyth,City of Maroondah
768,-37.81611,144.9659,Melbourne,City of Melbourne
769,-37.86392,145.02398,Armadale,City of Stonnington
770,-37.85683,144.97005,St Kilda West,City of Port Phillip
771,-37.76085,145.42523,Wandin North,Shire of Yarra Ranges
772,-37.84131,144.97658,Melbourne,City of Port Phillip
773,-37.81492,144.95502,Melbourne,City of Melbourne
774,-37.81492,144.95502,Melbourne,City of Melbourne
775,-37.78477,144.93923,Travancore,City of Moonee Valley
776,-37.76051,144.94421,Brunswick West,City of Merri-bek
777,-37.81558,144.95546,Melbourne,City of Melbourne
778,-37.83884,144.99426,South Yarra,City of Stonnington
779,-37.71825,145.06885,Macleod,City of Banyule
780,-37.80095,144.94822,North Melbourne,City of Melbourne
781,-37.70493,145.05182,Bundoora,City of Darebin
782,-37.81837,144.95325,Docklands,City of Melbourne
783,-37.82454,144.96036,Southbank,City of Melbourne
784,-37.85967,144.89723,Williamstown,City of Hobsons Bay
785,-37.68899,145.24623,Kangaroo Ground,Shire of Nillumbik
786,-37.78883,144.92557,Kensington,City of Melbourne
787,-37.82159,144.96705,Southbank,City of Melbourne
788,-37.84693,145.00526,Toorak,City of Stonnington
789,-37.78785,144.81561,Sunshine West,City of Brimbank
790,-37.8252463,144.9657228,Southbank,City of Melbourne
791,-37.73645,144.98571,Preston,City of Darebin
792,-37.65627,145.52069,Healesville,Shire of Yarra Ranges
793,-37.83042908,144.9688416,Southbank,City of Melbourne
794,-37.86975,144.9792,St Kilda,City of Port Phillip
795,-37.86905,144.99814,Balaclava,City of Port Phillip
796,-37.8265,144.96001,Southbank,City of Melbourne
797,-37.82406,144.96676,Southbank,City of Melbourne
798,-37.73987,145.01186,Preston,City of Darebin
799,-37.77624,144.99057,Northcote,City of Darebin
800,-37.81423,144.94232,Docklands,City of Melbourne
801,-37.657,145.52704,Healesville,Shire of Yarra Ranges
802,-37.85892,144.9799,St Kilda,City of Port Phillip
803,-37.73221,144.93612,Pascoe Vale,City of Merri-bek
804,-37.81506,144.96577,Melbourne,City of Melbourne
805,-37.81786,144.96182,Melbourne,City of Melbourne
806,-37.88077,144.99669,Ripponlea,City of Port Phillip
807,-37.8141,144.95388,Melbourne,City of Melbourne
808,-37.87411,144.98174,Elwood,City of Port Phillip
809,-37.83853,144.99399,South Yarra,City of Stonnington
810,-37.86945,145.23328,Wantirna South,City of Knox
811,-37.81988,145.37495,Kalorama,Shire of Yarra Ranges
812,-37.65394,145.5139,Healesville,Shire of Yarra Ranges
813,-37.79624,144.89628,Footscray,City of Maribyrnong
814,-37.87115,145.23537,Wantirna South,City of Knox
815,-37.81472,144.95435,Melbourne,City of Melbourne
816,-37.81492,144.95502,Melbourne,City of Melbourne
817,-38.07663,145.12196,Carrum,City of Kingston
818,-37.87264,145.03328,Caulfield North,City of Glen Eira
819,-37.90248,145.35668,Belgrave,Shire of Yarra Ranges
820,-37.83011,145.01247,Burnley,City of Yarra
821,-37.75333,144.98362,Thornbury,City of Darebin
822,-37.94693,145.5625,Gembrook,Shire of Cardinia
823,-37.80062,144.95124,North Melbourne,City of Melbourne
824,-37.86911,144.98418,St Kilda,City of Port Phillip
825,-37.80484,144.95654,North Melbourne,City of Melbourne
826,-37.78538,145.13659,Doncaster,City of Manningham
827,-37.81478,144.95493,Melbourne,City of Melbourne
828,-37.83937,144.96018,South Melbourne,City of Port Phillip
829,-37.8151,145.37339,Kalorama,Shire of Yarra Ranges
